spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g'_fitflux	sdss_g'_fitfluxerr	sdss_g'_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	sdss_z'_fitflux	sdss_z'_fitfluxerr	sdss_z'_inrange
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-06-28_00-00-00_HCT-2m_HFOSC_None.dat	56471.0	6.862569802872083e-15	9.089726979709979e-17	True	1.5672625749539549e-15	1.3944916086418263e-17	True	3.249121093257266e-15	2.6440713469429523e-17	True	6.250314066904304e-15	7.700661104503564e-16	True	4.863022370159504e-15	2.8578824384080685e-17	True	5.74980643833506e-15	5.381675961168467e-17	True	1.9479270281546917e-15	1.0246752824590632e-17	True	3.60328082546692e-15	1.5734807391638053e-17	True	1.2608117856976388e-15	2.3614226875796787e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-01_00-00-00_HET_HET-LRS_iPTF.ascii	56474.0	7.161100254813338e-15	7.901127872661411e-17	True	1.8539071283104985e-15	1.2720331006457583e-17	True	3.772631210091467e-15	2.2141265905473317e-17	True	5.54280863002698e-15	1.0273727560745093e-15	True	5.43360575140153e-15	3.159606422423985e-17	True	6.293008418616949e-15	4.650032031724811e-17	True	2.2206264943663264e-15	1.8706520793041764e-17	True	4.1374831501231465e-15	1.8327415117367752e-17	True	1.4897881576648528e-15	2.6891821517476676e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-01_00-00-00_HCT-2m_HFOSC_None.dat	56474.1	7.154267036567442e-15	7.711383638293831e-17	True	1.8621743654865706e-15	1.2524555077213406e-17	True	3.7857030547696615e-15	2.1668529524133882e-17	True	5.507008043773186e-15	1.0266128129199838e-15	True	5.443680411074205e-15	3.1552717579376115e-17	True	6.2975325125224766e-15	4.5906888744086214e-17	True	2.229465950959593e-15	1.8544234436585474e-17	True	4.15115304334291e-15	1.8471013810294596e-17	True	1.4962764502160745e-15	2.6452677981020046e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-04_00-00-00_HCT-2m_HFOSC_None.dat	56477.0	6.4728824035905635e-15	1.1189433405709094e-16	True	2.046456559995285e-15	1.1581739880315917e-17	True	3.992338022045852e-15	2.1812240460119714e-17	True	4.310518131513553e-15	7.292300342926893e-16	True	5.458206729956347e-15	3.73700199818106e-17	True	5.98848252205309e-15	2.430768589411899e-17	True	2.47036786550171e-15	1.2004588829299265e-17	True	4.386307939266333e-15	1.7783448805456426e-17	True	1.6603945503470254e-15	2.365582310002122e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-05_00-00-00_P200_DBSP_iPTF_0.ascii	56478.0	6.0272286438267266e-15	1.4792121211303508e-16	True	2.074231883083574e-15	1.2012368427076827e-17	True	3.981176920421472e-15	2.413919526708268e-17	True	3.858567361841108e-15	5.091395136422197e-16	True	5.34062285567752e-15	4.1306111459039903e-17	True	5.7059547961842895e-15	2.09585479332182e-17	True	2.5131485008433062e-15	1.4237104318833182e-17	True	4.376986115525739e-15	1.7217160065643146e-17	True	1.6911190667866537e-15	2.539282821752215e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-09_08-06-31_FTN_FLOYDS-N_iPTF_3.ascii	56482.34	3.527994383930679e-15	4.74479513122965e-17	True	1.9169924782264845e-15	1.4692916778923438e-17	True	3.429018524972546e-15	2.1593612204184932e-17	True	1.8728406210150847e-15	4.886239435476764e-16	True	4.165142785905146e-15	2.5057465887272324e-17	True	4.0892967084154106e-15	3.299991132961933e-17	True	2.2542416373486734e-15	1.4940089842068304e-17	True	3.7313091025980294e-15	2.1787207024337818e-17	True	1.5800135106355061e-15	3.3476152829749226e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-11_00-00-00_Keck2_DEIMOS_iPTF.ascii	56484.0	2.6578706805715315e-15	6.724151518246376e-17	True	1.7593103129570784e-15	1.5924739494968693e-17	True	3.053732722692964e-15	2.1998995146378098e-17	True	1.2170870493695033e-15	4.189197162581638e-16	True	3.5413340332371794e-15	2.738306729590546e-17	True	3.3896492236127328e-15	4.6095412923029255e-17	True	2.0176614304960313e-15	2.6833339068312733e-17	True	3.3009711569938797e-15	3.042202558261182e-17	True	1.4671230949809763e-15	3.385618829092284e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-21_22-18-05_NOT_ALFOSC_iPTF.ascii	56494.93	9.070357499090672e-16	4.39561628614656e-17	True	9.127128937824106e-16	2.918432820317521e-17	True	1.3841034696198865e-15	5.407970125936305e-17	True	4.425581675229583e-16	3.227698464633268e-16	True	1.2986820490862063e-15	8.92244571361717e-17	True	1.0916136942903596e-15	8.338718640851943e-17	True	1.0166141295101969e-15	9.218445044065367e-17	True	1.3236942024442294e-15	5.359990397159903e-17	True	9.722739322185226e-16	7.661208109442603e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-07-23_00-00-00_HCT-2m_HFOSC_None.dat	56496.0	8.635648660131257e-16	1.1977117322481938e-16	True	8.724221696600907e-16	2.5517915382008312e-17	True	1.3159280604099935e-15	4.672939215213868e-17	True	4.507227240647709e-16	6.084198304529709e-16	True	1.2457314701888036e-15	7.611796584684895e-17	True	1.0587163669163364e-15	7.141058391530939e-17	True	9.630823482379137e-16	7.863897485781815e-17	True	1.2583176136104414e-15	4.717419423199069e-17	True	9.407219060568721e-16	6.792868861988621e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-08-02_10-19-56_FTS_FLOYDS-S_iPTF.ascii	56506.43	6.823349516032851e-16	1.0992429832334378e-16	True	6.821312200428194e-16	2.514487288050761e-17	True	9.35273566960167e-16	5.2938211784096105e-17	True	3.039218436531127e-16	9.370628488237778e-16	True	1.0004415286129284e-15	2.595019920806907e-17	True	8.147647136175738e-16	9.112951329173079e-18	True	7.176237805304053e-16	8.336062187170713e-18	True	9.505694847840683e-16	6.8948192830430475e-18	True	7.626261854427228e-16	4.6004610176519686e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-08-04_00-00-00_P200_DBSP_iPTF.flm	56508.0	6.566166325725936e-16	1.7033550604720674e-17	True	6.674373482655019e-16	2.1400370903175788e-17	True	8.9989933676434e-16	4.2822932569596095e-17	True	2.848910988482908e-16	5.812681159736999e-16	True	9.763408331427645e-16	1.3213861906944959e-17	True	7.936001052089698e-16	9.882697039599277e-18	True	6.802247851462157e-16	1.123970033810839e-17	True	9.12271297645252e-16	7.250598776944261e-18	True	7.437377133488978e-16	3.0367865793218675e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-08-06_00-00-00_HCT-2m_HFOSC_None.dat	56510.0	6.501456788015393e-16	2.0771338128275217e-17	True	6.477119599370135e-16	1.6125129433822718e-17	True	8.591961080174483e-16	2.5184195685888595e-17	True	2.645414015147252e-16	1.2858495649048132e-16	True	9.294556820734589e-16	2.65828900422619e-17	True	7.90005321781462e-16	1.2927190511324763e-17	True	6.418110708621689e-16	7.342972425276351e-18	True	8.553358227115833e-16	5.774256252953999e-18	True	7.20341653311196e-16	2.1240411755035254e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-08-08_09-58-52_FTS_FLOYDS-S_iPTF_0.ascii	56512.42	6.453069764128005e-16	3.515575936940632e-17	True	6.224668847854063e-16	8.083438309562539e-18	True	8.132836906873115e-16	1.8265811393360985e-17	True	2.438372715558421e-16	1.0184843106070997e-16	True	8.655350152098364e-16	1.1413215141021767e-17	True	7.795806206110577e-16	1.763569360664574e-17	True	6.330504763539321e-16	1.2646402023025068e-17	True	7.926401638957479e-16	8.366598066831306e-18	True	7.193740546289878e-16	1.659091504732466e-17	True
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-09-04_00-00-00_P200_DBSP_None.dat	56539.0	-4.580695731048161e-16	1.1540739970862457e-15	True	3.9153084484917543e-16	2.8173277430497394e-18	True	4.986558184616067e-16	4.9758303732916945e-18	True	2.7323400128200236e-17	2.5238439380289155e-15	False	5.255132096998317e-16	8.295683926720367e-18	True	5.067519315132995e-16	9.539906247706666e-18	True	3.592818836374675e-16	1.0050607325557451e-17	True	4.765775116237536e-16	6.0690631185760045e-18	True	5.055375140837457e-16	2.6882847575671916e-16	False
/Users/ravkaur/Desktop/research/kilonova-SED/PyCoCo_templates//Inputs/Spectroscopy//2_spec_smoothed//iPTF13bvn/iPTF13bvn_2013-09-09_06-18-09_Keck1_LRIS_iPTF.ascii	56544.26	-5.939661888700715e-16	1.827916905664003e-15	True	3.574247904533775e-16	2.984053867085947e-18	True	4.554173497774159e-16	5.169567549371098e-18	True	1.411697551981948e-17	2.553794158528427e-15	False	4.770438608250719e-16	9.034224243971262e-18	True	4.620462831924405e-16	7.796225505254189e-18	True	3.361386364772173e-16	9.655279098628562e-18	True	4.323094171635778e-16	3.794568588374094e-18	True	4.540462966509984e-16	4.2522649879251285e-16	False
